package,published,title,depends_count,suggests_count,tidyverse_happy,has_vignette_build,has_tests,reverse_count,dl_last_month,ci,test_coverage,forks,stars,watchers,last_commit,last_issue_closed,contributors
packagefinder,2020-10-26,"Comfortable Search for R Packages on CRAN, Either Directly from
the R Console or with an R Studio Add-in",1,,TRUE,FALSE,FALSE,0,652,NONE,,0,33,7,,,
pacman,2019-03-11,Package Management Tool,1,5,FALSE,FALSE,TRUE,5,41293,Travis,NONE,26,209,9,7.4,,
padr,2020-09-12,Quickly Get Datetime Data Ready for Analysis,1,6,TRUE,TRUE,TRUE,3,35192,Travis,CodeCov,10,111,1,8.66666666666667,,
pak,2020-11-19,Another Approach to Package Installation,1,5,TRUE,FALSE,TRUE,0,1626,NONE,CodeCov,19,250,11,0.433333333333333,,
paletteer,2020-06-07,Comprehensive Collection of Color Palettes,1,12,TRUE,FALSE,TRUE,2,5834,NONE,CodeCov,28,482,18,6.53333333333333,,
party,2020-06-12,A Laboratory for Recursive Partytioning,6,6,FALSE,FALSE,FALSE,25,33365,,,,,,,,
pathological,,,,,,,,,,,,,,,,,
pipefittr,2016-09-14,Convert Nested Functions to Pipes,1,1,TRUE,FALSE,TRUE,0,488,,,,,,,,
pkgdown,2020-09-12,Make Static HTML Documentation for a Package,1,10,TRUE,TRUE,TRUE,1,224281,NONE,CodeCov,254,513,20,1.6,,
pkggraph,2018-11-15,"A Consistent and Intuitive Platform to Explore the Dependencies
of Packages on the Comprehensive R Archive Network Like
Repositories",3,6,TRUE,TRUE,FALSE,0,446,NONE,,0,8,1,,,
placement,,,,,,,,,,,,,,,,,
plotKML,2020-03-09,"Visualization of Spatial and Spatio-Temporal Objects in Google
Earth",1,15,TRUE,FALSE,FALSE,6,2375,,,,,,,,
plotly,2020-12-19,Create Interactive Web Graphics via 'plotly.js',2,21,TRUE,FALSE,TRUE,213,185197,Travis,NONE,578,1879,119,0.466666666666667,,
plotrr,2017-12-05,Making Visual Exploratory Data Analysis with Nested Data Easier,,2,TRUE,TRUE,FALSE,0,511,,,,,,,,
pmap,,,,,,,,,,,,,,,,,
PMCMRplus,2020-11-30,"Calculate Pairwise Multiple Comparisons of Mean Rank Sums
Extended",1,8,FALSE,TRUE,FALSE,2,9559,,,,,,,,
pool,2020-11-03,Object Pooling,2,6,FALSE,FALSE,TRUE,0,8836,NONE,CodeCov,33,163,19,0.4,,
PortfolioAnalytics,2018-05-17,"Portfolio Analysis, Including Numerical Methods for Optimization
of Portfolios",4,13,FALSE,FALSE,TRUE,0,2245,NONE,,30,46,15,,,
postGIStools,2019-09-20,Tools for Interacting with 'PostgreSQL' / 'PostGIS' Databases,2,3,TRUE,FALSE,TRUE,0,725,Travis,NONE,3,13,6,52.5333333333333,,
printr,2017-05-19,"Automatically Print R Objects to Appropriate Formats According
to the 'knitr' Output Format",,2,FALSE,TRUE,FALSE,0,1784,Travis,NONE,26,116,6,,,
processx,2020-11-30,Execute and Control System Processes,,8,FALSE,FALSE,TRUE,30,860612,NONE,CodeCov,24,171,6,0.766666666666667,,
profvis,2020-11-02,Interactive Visualizations for Profiling R Code,1,6,TRUE,FALSE,TRUE,2,27135,,,,,,,,
promises,2020-06-09,Abstractions for Promise-Based Asynchronous Programming,,4,TRUE,TRUE,TRUE,11,374081,NONE,,15,151,19,6.56666666666667,,
prophet,2020-04-29,Automatic Forecasting Procedure,3,4,TRUE,TRUE,TRUE,4,40308,Travis,NONE,3408,11988,413,0.5,,
psych,2020-12-16,"Procedures for Psychological, Psychometric, and Personality
Research",,6,FALSE,FALSE,FALSE,137,146096,,,,,,,,
qdapRegex,2017-04-09,"Regular Expression Removal, Extraction, and Replacement Tools",1,1,FALSE,FALSE,TRUE,8,11795,Travis,NONE,5,41,6,37.4,,
quantmod,2020-12-09,Quantitative Financial Modelling Framework,5,1,FALSE,FALSE,FALSE,30,311294,NONE,,204,561,117,0.1,,
questionr,2020-11-30,Functions to Make Surveys Processing Easier,1,10,TRUE,TRUE,TRUE,4,41574,NONE,NONE,15,58,5,,,
R.utils,2020-08-26,Various Programming Utilities,2,1,FALSE,FALSE,FALSE,165,94074,NONE,,13,45,3,,,
r2d3,2020-12-18,Interface to 'D3' Visualizations,1,7,TRUE,TRUE,TRUE,5,14697,Travis,CodeCov,90,426,34,24.5333333333333,,
radiant,2020-04-11,Business Analytics using R and Shiny,5,3,FALSE,TRUE,TRUE,0,1404,NONE,NONE,83,259,25,21.8,,
randomcoloR,2019-11-24,Generate Attractive Random Colors,,,TRUE,FALSE,FALSE,10,2926,NONE,NONE,7,48,1,,,
randomForest,2018-03-25,"Breiman and Cutler's Random Forests for Classification and
Regression",2,2,,FALSE,FALSE,158,96422,,,,,,,,
randomForestExplainer,2020-07-11,"Explaining and Visualizing Random Forests in Terms of Variable
Importance",1,3,TRUE,TRUE,TRUE,0,1445,Travis,CodeCov,29,172,10,5.46666666666667,,
raster,2020-11-14,Geographic Data Analysis and Modeling,2,11,FALSE,FALSE,FALSE,388,137249,Travis,NONE,41,103,16,0.0333333333333333,,
rasterVis,2020-11-03,Visualization Methods for Raster Data,5,5,FALSE,FALSE,FALSE,13,10484,NONE,NONE,17,57,6,57.0666666666667,,
reprex,2019-05-16,Prepare Reproducible Example Code via the Clipboard,1,9,TRUE,TRUE,TRUE,1,439955,NONE,CodeCov,74,517,19,0.833333333333333,,
revealjs,2017-03-13,R Markdown Format for 'reveal.js' Presentations,1,1,FALSE,FALSE,TRUE,0,1469,NONE,,75,247,20,,,
rgdal,2020-10-13,Bindings for the 'Geospatial' Data Abstraction Library,3,7,FALSE,TRUE,FALSE,209,79046,,,,,,,,
rgeos,2020-09-07,Interface to Geometry Engine - Open Source ('GEOS'),3,5,FALSE,FALSE,TRUE,142,257946,,,,,,,,
rgl,2020-11-23,3D Visualization Using OpenGL,1,13,TRUE,TRUE,FALSE,177,68473,,,,,,,,
rio,2018-11-26,A Swiss-Army Knife for Data I/O,1,14,TRUE,TRUE,TRUE,19,254930,"Travis, Appveyor",CodeCov,60,449,21,9.9,,
riverplot,2017-02-17,Sankey or Ribbon Plots,,,,FALSE,FALSE,1,1099,,,,,,,,
rlang,2020-11-26,Functions for Base Types and Core R and 'Tidyverse' Features,1,10,,FALSE,TRUE,1082,1758093,NONE,CodeCov,91,298,23,0.9,,
rlist,2016-04-04,A Toolbox for Non-Tabular Data Manipulation,1,3,TRUE,FALSE,TRUE,53,137274,"Travis, Appveyor",CodeCov,31,151,17,72,,
rmarkdown,2020-12-14,Dynamic Documents for R,1,9,TRUE,TRUE,TRUE,253,757816,NONE,CodeCov,834,2008,139,0.0333333333333333,,
rms,2020-11-29,Regression Modeling Strategies,5,6,FALSE,FALSE,FALSE,51,33882,NONE,,31,95,13,,,
robets,2018-03-06,Forecasting Time Series with Robust Exponential Smoothing,1,,FALSE,FALSE,FALSE,1,1324,NONE,,1,2,1,,,
ROCR,2020-05-02,Visualizing the Performance of Scoring Classifiers,1,3,FALSE,TRUE,TRUE,79,81284,NONE,CodeCov,13,18,2,,,
rpart.plot,2020-09-17,Plot 'rpart' Models: An Enhanced Version of 'plot.rpart',2,1,,FALSE,FALSE,18,64357,,,,,,,,
rpostgis,2019-11-20,R Interface to a 'PostGIS' Database,3,3,FALSE,FALSE,FALSE,1,1423,NONE,NONE,9,57,4,,,
rsample,2020-09-23,General Resampling Infrastructure,1,9,TRUE,TRUE,TRUE,16,56454,NONE,CodeCov,47,216,23,3.03333333333333,,
rstudioapi,2020-11-12,Safely Access the RStudio API,,4,,TRUE,TRUE,160,674726,Travis,NONE,27,125,43,1.36666666666667,,
RTextTools,2020-04-26,Automatic Text Classification via Supervised Learning,2,,FALSE,FALSE,FALSE,0,1255,,,,,,,,
rts,2019-02-03,Raster Time Series Analysis,7,1,,FALSE,FALSE,1,1017,,,,,,,,
rtweet,2020-01-08,Collecting Twitter Data,1,10,TRUE,TRUE,TRUE,5,24257,Travis,CodeCov,162,588,34,11.7333333333333,,
rvg,2020-06-30,R Graphics Devices for Vector Graphics Output,1,6,TRUE,TRUE,TRUE,5,4948,"Travis, Appveyor",NONE,11,113,14,,,
rworldmap,2016-02-03,Mapping Global Data,2,4,FALSE,FALSE,FALSE,11,6978,Travis,NONE,7,22,3,,,
scanstatistics,,,,,,,,,,,,,,,,,
scatterplot3d,2018-03-14,3D Scatter Plot,1,,FALSE,FALSE,FALSE,66,114204,,,,,,,,
sessioninfo,2018-11-05,R Session Information,,4,TRUE,FALSE,TRUE,11,208928,"Travis, Appveyor",CodeCov,14,51,8,25.9666666666667,,
shapefiles,2013-01-26,Read and Write ESRI Shapefiles,2,,,FALSE,FALSE,6,8646,,,,,,,,
shiny,2020-06-23,Web Application Framework for R,2,14,TRUE,FALSE,TRUE,724,277785,NONE,NONE,1665,4080,347,0,,
shinyalert,2020-09-12,Easily Create Pretty Popup Messages (Modals) in 'Shiny',1,4,FALSE,TRUE,FALSE,7,5321,Travis,NONE,12,128,4,3.43333333333333,,
shinyFeedback,2020-09-22,Display User Feedback in Shiny Apps,1,2,TRUE,TRUE,FALSE,3,1977,Travis,NONE,9,139,9,3.03333333333333,,
showtext,2020-11-14,Using Fonts More Easily in R Graphs,2,5,FALSE,TRUE,FALSE,4,29394,NONE,,33,330,17,1.43333333333333,,
sigr,2020-10-16,Succinct and Correct Statistical Summaries for Reports,1,5,FALSE,TRUE,FALSE,1,1553,NONE,NONE,1,27,7,2.76666666666667,,
Simpsons,2012-08-23,Detecting Simpson's Paradox,2,,,FALSE,FALSE,0,516,,,,,,,,
simstudy,2020-10-07,Simulation of Study Data,1,17,FALSE,TRUE,TRUE,0,1214,NONE,CodeCov,6,26,2,0.933333333333333,,
sinew,2018-08-31,Create 'roxygen2' Skeleton with Information from Function Script,1,1,TRUE,FALSE,TRUE,0,765,NONE,CodeCov,16,122,11,,,
sjmisc,2020-05-28,Data and Variable Transformation Functions,1,10,TRUE,TRUE,TRUE,7,28396,NONE,NONE,22,138,11,27.7333333333333,,
skimr,2020-07-06,Compact and Flexible Summaries of Data,1,6,TRUE,TRUE,TRUE,5,21354,NONE,CodeCov,70,850,28,5.66666666666667,,
SmartEDA,2020-07-10,Summarize and Explore the Data,1,3,TRUE,TRUE,TRUE,1,1670,NONE,NONE,7,18,4,,,
smpic,2017-10-04,Creates Images Sized for Social Media,1,4,TRUE,TRUE,TRUE,0,494,NONE,NONE,0,2,1,,,
snakecase,2019-05-25,Convert Strings into any Case,1,7,TRUE,TRUE,TRUE,12,62500,"Travis, Appveyor",CodeCov,4,100,3,18.9666666666667,,
sos,2020-10-20,"Search Contributed R Packages, Sort by Package",1,3,,FALSE,FALSE,3,3330,,,,,,,,
sp,2020-10-07,Classes and Methods for Spatial Data,2,5,FALSE,FALSE,FALSE,542,380753,Travis,NONE,26,100,11,59.4,,
spanish,2019-05-10,"Translate Quantities from Strings to Integer and Back. Misc
Functions on Spanish Data",,2,TRUE,FALSE,TRUE,0,496,NONE,,1,1,1,,,
sparklyr,2020-12-11,R Interface to Apache Spark,1,14,TRUE,FALSE,TRUE,15,324537,Appveyor,CodeCov,282,765,79,0.266666666666667,,
sparseIndexTracking,2019-06-02,Design of Portfolio of Stocks to Track an Index,,6,,TRUE,FALSE,0,410,NONE,NONE,11,25,4,19,,
spatstat,2020-05-12,"Spatial Point Pattern Analysis, Model-Fitting, Simulation, Tests",8,8,TRUE,FALSE,FALSE,95,27310,"Travis, Appveyor",CodeCov,35,128,20,1.63333333333333,,
ssh,2020-07-21,Secure Shell (SSH) Client for R,,6,FALSE,TRUE,TRUE,2,2152,"Travis, Appveyor",CodeCov,12,110,3,5.16666666666667,,
staplr,2020-08-28,A Toolkit for PDF Files,1,3,TRUE,FALSE,TRUE,0,951,Travis,NONE,16,208,6,,,
startup,2020-09-03,Friendly R Startup Configuration,1,3,,TRUE,FALSE,1,881,NONE,,5,107,7,,,
stm,2020-09-18,Estimation of the Structural Topic Model,2,13,TRUE,FALSE,TRUE,5,3956,Travis,NONE,79,286,29,46.3666666666667,,
stow,,,,,,,,,,,,,,,,,
stR,2018-05-18,STR Decomposition,1,6,FALSE,TRUE,TRUE,0,854,,,,,,,,
stranger,,,,,,,,,,,,,,,,,
strex,2020-10-17,Extra String Manipulation Functions,2,6,TRUE,TRUE,TRUE,5,5520,"Travis, Appveyor",CodeCov,4,20,1,1.96666666666667,,
styler,2020-02-23,Non-Invasive Pretty Printing of R Code,,8,TRUE,TRUE,TRUE,7,42196,"Travis, Appveyor",CodeCov,51,434,10,0.8,,
sugrrants,2020-10-05,Supporting Graphs for Analysing Time Series,2,8,TRUE,TRUE,TRUE,0,1116,NONE,CodeCov,10,70,11,26.2333333333333,,
summarytools,2020-12-10,Tools to Quickly and Neatly Summarize Data,1,6,TRUE,TRUE,FALSE,3,12898,NONE,NONE,55,380,20,0.233333333333333,,
supernova,2020-11-04,"Judd, McClelland, & Ryan Formatting for ANOVA Output",1,6,TRUE,FALSE,TRUE,0,1045,NONE,CodeCov,1,4,3,1.63333333333333,,
swatches,2017-12-21,"Read, Inspect, and Manipulate Color Swatch Files",1,2,TRUE,FALSE,TRUE,0,487,"Travis, Appveyor",CodeCov,1,53,6,,,
sweep,2020-07-10,Tidy Tools for Forecasting,1,11,TRUE,TRUE,TRUE,1,14856,Travis,CodeCov,26,139,10,,,
tableone,2020-07-26,"Create 'Table 1' to Describe Baseline Characteristics with or
without Propensity Score Weights",,10,FALSE,TRUE,TRUE,5,7749,Travis,NONE,34,145,18,2.5,,
tabplot,,,,,,,,,,,,,,,,,
tabulizer,2018-06-07,Bindings for 'Tabula' PDF Table Extractor Library,,6,FALSE,TRUE,TRUE,1,3638,"Travis, Appveyor",CodeCov,56,399,34,16.1666666666667,,
tabulizerjars,2018-05-14,'Java' .jar Files for 'tabulizer',,,FALSE,FALSE,FALSE,1,3163,NONE,,3,2,3,,,
tadaatoolbox,2020-06-01,"Helpers for Data Analysis and Presentation Focused on Undergrad
Psychology",1,5,TRUE,TRUE,TRUE,0,817,Travis,CodeCov,2,4,3,6.86666666666667,,
tatoo,2019-03-29,Combine and Export Data Frames,,5,TRUE,TRUE,TRUE,0,449,NONE,NONE,0,7,1,34.6333333333333,,
textclean,2018-07-23,Text Cleaning Tools,1,1,FALSE,FALSE,TRUE,6,8587,Travis,NONE,22,152,9,31.0333333333333,,
textfeatures,2019-09-03,Extracts Features from Text,1,4,TRUE,FALSE,TRUE,0,534,"Travis, Appveyor",CodeCov,13,143,7,15.9,,
thinkr,2020-07-07,Tools for Cleaning Up Messy Files,1,2,TRUE,FALSE,TRUE,0,591,Travis,CodeCov,3,12,2,,,
threejs,2020-01-21,"Interactive 3D Scatter Plots, Networks and Globes",2,1,FALSE,FALSE,FALSE,6,15226,NONE,,57,246,31,10.5,,
tibbletime,2020-07-21,Time Aware Tibbles,1,7,TRUE,TRUE,TRUE,3,17466,NONE,CodeCov,31,173,17,5.1,,
tictoc,2014-06-17,"Functions for timing R scripts, as well as implementations of
Stack and List structures",2,,,FALSE,FALSE,12,18461,NONE,,5,36,22,,,
tidygraph,2020-05-12,A Tidy API for Graph Manipulation,,10,TRUE,FALSE,TRUE,19,41911,NONE,CodeCov,38,381,23,7.46666666666667,,
tidyLPA,2020-08-17,"Easily Carry Out Latent Profile Analysis (LPA) Using Open-Source
or Commercial Software",1,6,TRUE,TRUE,TRUE,0,941,Travis,NONE,8,31,5,21.4333333333333,,
tidyquant,2020-10-21,Tidy Quantitative Financial Analysis,4,9,TRUE,TRUE,TRUE,2,19788,Travis,CodeCov,146,608,77,2.1,,
timetk,2020-11-21,A Tool Kit for Working with Time Series in R,1,16,TRUE,TRUE,TRUE,11,41056,Travis,CodeCov,60,349,34,,,
tmap,2020-09-15,Thematic Maps,2,13,TRUE,TRUE,TRUE,5,19088,Appveyor,NONE,89,479,28,0.2,,
tmaptools,2020-07-01,Thematic Map Tools,2,7,TRUE,FALSE,FALSE,1,15022,"Travis, Appveyor",CodeCov,5,27,3,0.266666666666667,,
tmuxr,2020-05-22,"Manage 'tmux' Sessions, Windows, and Panes",1,3,FALSE,FALSE,TRUE,0,182,Travis,CodeCov,2,40,1,7.16666666666667,,
topicmodels,2020-04-19,Topic Models,1,5,FALSE,FALSE,FALSE,9,11254,,,,,,,,
tsbox,2020-04-29,Class-Agnostic Time Series,,16,FALSE,TRUE,TRUE,0,3037,"Travis, Appveyor",CodeCov,10,113,5,16.8333333333333,,
TSrepr,2020-07-13,Time Series Representations,1,6,FALSE,TRUE,TRUE,0,975,Travis,CodeCov,18,73,9,19.0666666666667,,
TSstudio,2020-01-21,Functions for Time Series Analysis and Forecasting,1,6,TRUE,TRUE,FALSE,0,2915,NONE,NONE,54,269,26,11.2333333333333,,
udpipe,2020-12-10,"Tokenization, Parts of Speech Tagging, Lemmatization and
Dependency Parsing with the 'UDPipe' 'NLP' Toolkit",1,5,FALSE,TRUE,FALSE,3,5980,NONE,,23,154,12,0.433333333333333,,
unpivotr,2020-08-03,Unpivot Complex and Irregular Data Layouts,1,12,TRUE,TRUE,TRUE,0,809,"Travis, Appveyor",CodeCov,9,145,10,7.63333333333333,,
UpSetR,2019-05-22,"A More Scalable Alternative to Venn and Euler Diagrams for
Visualizing Intersecting Sets",1,1,TRUE,TRUE,FALSE,18,15772,NONE,,106,510,40,20,,
usethis,2020-12-10,Automate Package and Project Setup,1,9,TRUE,FALSE,TRUE,51,670141,NONE,CodeCov,191,580,15,0.0333333333333333,,
VIM,2020-05-08,Visualization and Imputation of Missing Values,1,4,TRUE,TRUE,TRUE,9,22382,Travis,NONE,8,50,13,0.166666666666667,,
viridis,2018-03-29,Default Color Maps from 'matplotlib',2,14,TRUE,TRUE,TRUE,104,389895,Travis,CodeCov,32,202,6,,,
visdat,2019-02-15,Preliminary Visualisation of Data,1,6,TRUE,TRUE,TRUE,3,12913,"Travis, Appveyor",CodeCov,41,358,21,22.4333333333333,,
visNetwork,2019-12-06,Network Visualization using 'vis.js' Library,1,10,TRUE,TRUE,FALSE,52,37746,NONE,NONE,102,402,29,6.56666666666667,,
vroom,2020-09-30,Read and Write Rectangular Text Data Quickly,1,17,TRUE,TRUE,TRUE,9,8411,NONE,CodeCov,36,442,19,0.0666666666666667,,
waterfalls,2018-01-26,Create Waterfall Charts using 'ggplot2' Simply,,,TRUE,FALSE,FALSE,0,958,,,,,,,,
withr,2020-09-22,Run Code 'With' Temporarily Modified Global State,1,7,FALSE,TRUE,TRUE,87,657898,NONE,CodeCov,31,108,6,2.13333333333333,,
workflowr,2020-04-30,A Framework for Reproducible and Collaborative Data Science,1,8,TRUE,TRUE,TRUE,0,708,"Travis, Appveyor",CodeCov,78,528,28,7.86666666666667,,
WVPlots,2020-10-17,Common Plots for Analysis,2,5,TRUE,TRUE,FALSE,0,1689,NONE,NONE,21,80,12,2.7,,
xaringan,2020-12-14,Presentation Ninja,,2,FALSE,TRUE,FALSE,3,5912,NONE,NONE,214,1075,65,0.3,,
xaringanthemer,2020-05-04,Custom 'xaringan' CSS Themes,1,8,TRUE,TRUE,TRUE,0,926,NONE,CodeCov,15,311,10,29.8333333333333,,
xgboost,2020-09-02,Extreme Gradient Boosting,1,11,TRUE,TRUE,TRUE,35,81345,Appveyor,NONE,7848,20316,978,0,,
xml2,2020-04-23,Parse XML,1,7,FALSE,TRUE,TRUE,366,458767,NONE,CodeCov,70,177,21,0.766666666666667,,
xray,2017-12-08,X Ray Vision on your Datasets,1,,TRUE,FALSE,FALSE,0,922,Travis,NONE,6,69,5,36.5333333333333,,
yardstick,2020-07-13,Tidy Characterizations of Model Performance,1,8,TRUE,TRUE,TRUE,12,18269,NONE,CodeCov,36,215,16,5.33333333333333,,
yarrr,2017-04-19,"A Companion to the e-Book ""YaRrr!: The Pirate's Guide to R""",1,2,,TRUE,FALSE,1,1994,Travis,NONE,12,70,8,50.6666666666667,,
ztable,2020-10-08,Zebra-Striped Tables in LaTeX and HTML Formats,1,6,TRUE,TRUE,TRUE,3,2739,NONE,,8,19,4,,,
